Year,Month,Day,Open,High,Low,Close,Volume,QPL1,QPL2,QPL3,QPL4,QPL5,QPL6,QPL7,QPL8,QPL9,QPL10,QPL11,QPL12,QPL13,QPL14,QPL15,QPL16,QPL17,QPL18,QPL19,QPL20,QPL21,QPL-1,QPL-2,QPL-3,QPL-4,QPL-5,QPL-6,QPL-7,QPL-8,QPL-9,QPL-10,QPL-11,QPL-12,QPL-13,QPL-14,QPL-15,QPL-16,QPL-17,QPL-18,QPL-19,QPL-20,QPL-21
2013,12,8,0.73895,0.73997,0.7384,0.7394,3167,0.8106304951679688,0.9768603883357528,1.1808806944320418,1.4090975335626568,1.6569615267461484,1.9216223644732346,2.2010900030984564,2.4938803117833883,2.798835476559888,3.115022081236695,3.4416685003149174,3.7781240978225594,4.123831385115261,4.478306307515739,4.84112385715703,5.211907303512491,5.590319956560787,5.976058749272717,6.368849156420845,6.768441114186274,7.174605702199259,0.6736078962670347,0.5589817224857319,0.46240666400480673,0.38751547674589665,0.329547242760849,0.2841594230975165,0.2480803155397253,0.21895481508072798,0.19509796380427435,0.1752947774557071,0.15865766922352803,0.14452863070715505,0.13241256770849713,0.12193161097167332,0.11279345842241442,0.10476915085039969,0.0976772540289327,0.0913724455212984,0.08573716994843486,0.08067546031471202,0.07610830827018385
2013,12,9,0.73935,0.74258,0.73573,0.7368600000000001,39539,0.8110692964374283,0.9773891712782175,1.18151991532354,1.409860290194939,1.6578584542929355,1.9226625552111591,2.2022814720763835,2.4952302706773772,2.800350510311324,3.116708269520739,3.4435315051192017,3.7801692289398594,4.126063650564947,4.480730453294217,4.843744399200284,5.214728553829027,5.593346044905904,5.979293641348918,6.372296669327765,6.772104929661847,7.178489378064851,0.6739725260234549,0.5592843041069433,0.4626569687150062,0.38772524221135213,0.3297256295219348,0.2843132410408672,0.24821460355138492,0.2190733372081145,0.1952035720125722,0.1753896660286583,0.15874355198648818,0.14460686529986477,0.1324842437719431,0.12199761360295916,0.11285451449301319,0.10482586329419176,0.09773012756788874,0.09142190621310234,0.08578358021703134,0.08071913063628436,0.07614950635301498
2013,12,10,0.73685,0.73905,0.73577,0.73701,45253,0.8083267885033057,0.974084277887813,1.1775247847516745,1.4050930612431742,1.6522526571255152,1.9161613630991312,2.194834790964338,2.4867930275899446,2.7908815493648467,3.106169592745461,3.4318877250924245,3.767387159456733,4.112111991504404,4.46557954217873,4.827366011429945,5.197095739350671,5.574432992748922,5.959075565872659,6.350749713659517,6.7492060829395175,7.154216403904898,0.6716935900458278,0.5573931689743711,0.4610925642762594,0.3864142080522551,0.32861071226514865,0.2833518788949253,0.2473753034785122,0.21833257391194857,0.19454352071071054,0.17479661244771336,0.1582067847179872,0.1441178990954289,0.1320362683754058,0.12158509715742269,0.11247291405177084,0.10447141052049125,0.09739966794941343,0.09111277688932773,0.0854935160383033,0.0804461911264572,0.07589201833532033
2013,12,11,0.737,0.73745,0.727,0.73363,51702,0.8084913389793531,0.9742825714912373,1.1777644925859865,1.4053790949802802,1.6525890049555603,1.9165514346258528,2.1952815918310606,2.4872992621751906,2.7914496870216357,3.106801913351978,3.432586351894031,3.7681540836257206,4.112949091048037,4.466488596845659,4.828348714696165,5.198153708219373,5.5755677758783415,5.9602886504012345,6.352042530999611,6.750580013742857,7.155672782354495,0.6718303262044855,0.5575066370823254,0.4611864285425842,0.38649287010180094,0.32867760730055584,0.28340956062368183,0.24742566148288456,0.21837701970971854,0.19458312378882223,0.17483219566257005,0.15823899075409725,0.14414723706769506,0.13206314689919804,0.12160984814415488,0.11249581007824538,0.10449267768691328,0.09741949552652195,0.0911313246487542,0.08551091988902698,0.08046256749704683,0.07590746761638202
2013,12,12,0.73363,0.7379600000000001,0.7280300000000001,0.73098,63442,0.8047944382841558,0.9698275752009722,1.1723790565751118,1.3989528703533012,1.6450323903738775,1.9077878276588391,2.1852434656920234,2.4759258584933312,2.7786855276657834,3.092595777058903,3.416890536417935,3.7509238539624663,4.094142254634425,4.446065168661982,4.806270647981747,5.174384674302549,5.55007298157073,5.933034684659237,6.322997234758813,6.719712368361156,7.122952813186877,0.6687583205066441,0.5549573869236178,0.45907761135915337,0.3847255960553382,0.3271746988384081,0.2821136444509521,0.24629428498465208,0.21737847078648687,0.1936933746339127,0.17403275943545626,0.1575154284761579,0.1434881106241155,0.13145927606466576,0.1210537759755717,0.1119814126834507,0.10401487534796498,0.09697403596081723,0.09071461832030604,0.08511991337610159,0.08009464503779982,0.07556037376852963
2013,12,13,0.7309399999999999,0.73641,0.73051,0.73463,42140,0.8018434997470397,0.9662715099128968,1.1680802960797843,1.393823332001202,1.639000552621733,1.9007925449462968,2.177230836815462,2.466847384931253,2.7684969256873733,3.0812561608487035,3.404361829109122,3.7371703471986213,4.0791302694852805,4.429762788301717,4.788647502740861,5.155411765923837,5.529722537449816,5.911280035446781,6.299812710459777,6.695073209287929,7.096835092990765,0.6663061853947171,0.55292252552097,0.45739431218306165,0.3833149233001497,0.32597504787010617,0.28107921878191855,0.245391198106241,0.21658140947981228,0.1929831594331095,0.17339463378235948,0.1569378668952508,0.1429619829881425,0.1309772545379916,0.12060990828017443,0.11157081060867391,0.1036334841634632,0.09661846141133779,0.09038199516792456,0.0848078043197902,0.07980096212522579,0.07528331666149018
2013,12,15,0.7356199999999999,0.73606,0.73465,0.73537,1305,0.8069774745997174,0.972458270339734,1.1755591805103167,1.402747584598906,1.6494946049191441,1.9129627765800132,2.1911710238572115,2.4826419039909275,2.7862228205791797,3.100984563772024,3.4261589853192493,3.7610983812710344,4.105247775246617,4.45812529390991,4.8193078446469375,5.18842039462732,5.5651277710876865,5.949128272738339,6.340148611470738,6.737939850352131,7.1422741006182,0.6705723535448351,0.5564627304891454,0.46032287729239585,0.38576917924597937,0.32806217297480983,0.28287888871912187,0.24696236784265876,0.21796811837023491,0.1942187754701946,0.17450483008588843,0.15794269522188467,0.14387732772284645,0.13181586448030944,0.12138213906621872,0.11228516663467959,0.10429701975583058,0.09723708181712357,0.09096068526203062,0.08535080446236909,0.08031190488762224,0.07576533423061456
2013,12,16,0.73531,0.73628,0.7298600000000001,0.73292,35832,0.8066374036158862,0.972048463559324,1.1750637843194054,1.402156448208887,1.6487994860703843,1.912156628758122,2.190247635399318,2.4815956858480863,2.785048669421817,3.09967776785189,3.4247151565959295,3.7595134046551273,4.10351776952311,4.45624658093159,4.817276924563416,5.1862339256320045,5.562782552620222,5.946621231379283,6.3374767889678765,6.735100393358562,7.1392642518223655,0.6702897654836095,0.5562282297327065,0.4601288911419913,0.3856066110102514,0.3279239232349684,0.2827596798130251,0.24685829463362258,0.21787626372151037,0.19413692910876376,0.17443129144185127,0.1578761360805906,0.1438166959134964,0.13176031553113882,0.12133098702697222,0.11223784817996556,0.10425306761189172,0.09719610482443264,0.09092235322588257,0.08531483650420682,0.08027806038840368,0.07573340571642044
2013,12,17,0.73297,0.73523,0.7290399999999999,0.73222,36645,0.8040704161895474,0.9689550833459054,1.1713243421041393,1.3976943219100353,1.6435524599216786,1.9060715129412638,2.1832775418784434,2.473698426318249,2.7761857219759136,3.0898135663902297,3.4138165784908656,3.7475493876189208,4.090459016642442,4.4420653281274936,4.801946753610378,5.169729611280263,5.5450799358012866,5.9276971127335045,6.317308838462395,6.713667072826461,7.116544748008649,0.6681566814085504,0.5544581272486188,0.4586646085873242,0.38437948303733654,0.32688036068261656,0.28185984484442345,0.24607270976541368,0.21718290927629905,0.1935191210902212,0.1738761932900868,0.15737372191727364,0.14335902354614444,0.1313410105599799,0.12094487163395007,0.11188067016696272,0.10392129981570804,0.09688679462153975,0.09063300817882955,0.08504333643291738,0.08002258900720545,0.07549239693185825
2013,12,18,0.73233,0.73826,0.72625,0.73392,71370,0.803368334158412,0.9681090306379618,1.1703015886777417,1.3964739112983835,1.642117375846819,1.9044072077605847,2.18137119151376,2.4715384920878662,2.7737616679736155,3.0871156651357587,3.4108357708040105,3.7442771778312403,4.086887391922943,4.438186694881929,4.79775388634117,5.165215610773804,5.540238194449099,5.922521285411583,6.311792817811324,6.707804968065545,7.1103308666237,0.6675732737982779,0.5539739966546803,0.458264121051005,0.38404385829260773,0.3265949418648793,0.2816137361350623,0.24585784894675827,0.21699327387248057,0.19335014795694463,0.1737243715733649,0.15723630949653739,0.14323384819780885,0.13122632885846636,0.12083926742389273,0.11178298045400467,0.10383055990564072,0.09680219695921007,0.09055387107194325,0.084969080003163,0.0799527164926897,0.07542647999932842
2013,12,19,0.7338899999999999,0.73634,0.73022,0.73592,35188,0.8050796591093045,0.9701712841135741,1.1727945501545856,1.3994486621642845,1.6456153932792892,1.9084639516384898,2.186017920527676,2.4768033317744242,2.779670299604217,3.0936917994435316,3.4181014895407196,3.752253189188711,4.095593227176722,4.447640863417993,4.807974000309862,5.176218487008297,5.552039938995055,5.935137364508767,6.32523811814831,6.722093848420278,7.1254772024995106,0.6689953298483172,0.5551540649774054,0.459240309420783,0.3848619436078842,0.3272906502331138,0.28221362611413003,0.24638157219223084,0.2174555101692881,0.19376201996930628,0.17409443700787453,0.157571252272082,0.14353896310937683,0.13150586550590562,0.12109667768590748,0.11202109912933989,0.10405173843642983,0.09700840376113865,0.09074676776997859,0.08515008005068929,0.08012303074682184,0.07558715252236987
