Date,Year,Month,Day,Hour,Minute,Open Price,High,Low,Close,Volume,RSI,MACD_M,MACD_S,STO_K,STO_D
19,2013,12,27,0,0,0.89619,0.89636,0.87989,0.89133,33169,41.54232459,-0.00245581,-0.00378881,30.32207384,30.32207384
20,2013,12,29,0,0,0.89073,0.89168,0.88984,0.89137,2772,41.68974947,-0.00247703,-0.00339099,17.72068511,17.72068511
21,2013,12,30,0,0,0.89136,0.89305,0.88593,0.88725,35361,31.99399329,-0.00279409,-0.0031029,9.52380952,9.52380952
22,2013,12,31,0,0,0.88724,0.89181,0.88656,0.89033,20757,43.46211401,-0.00276497,-0.00291087,15.94296824,15.94296824
23,2014,1,2,0,0,0.89321,0.90278,0.89222,0.89917,35537,63.86589408,-0.00200545,-0.00269959,28.14417178,28.14417178
24,2014,1,3,0,0,0.89916,0.90567,0.89883,0.9051,30886,71.82385582,-0.00091448,-0.0024182,42.95190713,42.95190713
25,2014,1,5,0,0,0.90489,0.90545,0.90416,0.90521,2439,71.95751102,-0.00004054,-0.0020671,37.81942078,37.81942078
26,2014,1,6,0,0,0.90522,0.90692,0.90191,0.90381,37780,67.2227025,0.00053295,-0.00170093,24.24698795,24.24698795
27,2014,1,7,0,0,0.9038,0.9098,0.90368,0.90927,36683,74.77486309,0.00141175,-0.00127863,10.10174419,10.10174419
28,2014,1,8,0,0,0.90928,0.91261,0.90758,0.91151,41305,77.28040059,0.00226287,-0.00075433,9.49284785,9.49284785
29,2014,1,9,0,0,0.9115,0.91233,0.90623,0.90687,40014,62.3208792,0.00253377,-0.00019758,13.18391562,13.18391562
30,2014,1,10,0,0,0.90686,0.90901,0.9004,0.90225,36558,50.87985328,0.0023486,0.00037383,13.46906813,13.46906813
31,2014,1,12,0,0,0.90132,0.90236,0.90128,0.90206,2479,50.43560369,0.00216159,0.00092123,30.23504274,30.23504274
32,2014,1,13,0,0,0.90205,0.90468,0.89855,0.89926,33240,43.85255182,0.00176709,0.0013404,45.85492228,45.85492228
33,2014,1,14,0,0,0.89925,0.90311,0.89858,0.90309,34140,53.53164894,0.00174339,0.00163572,69.94949495,69.94949495
34,2014,1,15,0,0,0.90308,0.91068,0.90262,0.90909,35006,64.66467411,0.00218359,0.00188284,82.8009828,82.8009828
35,2014,1,16,0,0,0.9091,0.91027,0.9031,0.90498,35177,54.27316869,0.00217572,0.00206537,88.32951945,88.32951945
36,2014,1,17,0,0,0.90499,0.91188,0.90431,0.90999,27963,62.77940399,0.00254443,0.00219123,89.75552969,89.75552969
37,2014,1,19,0,0,0.91008,0.91151,0.91006,0.91141,2341,64.93626364,0.00291758,0.00226397,54.89667565,54.89667565
38,2014,1,20,0,0,0.9114,0.91316,0.90886,0.91086,23501,63.27926882,0.00313281,0.00233053,29.2877907,29.2877907
39,2014,1,21,0,0,0.91085,0.91552,0.90834,0.91065,28894,62.56807166,0.00324898,0.00243057,17.67794632,17.67794632
40,2014,1,22,0,0,0.91064,0.91236,0.90879,0.91218,27244,65.83218135,0.00342503,0.00257096,17.43589744,17.43589744
41,2014,1,23,0,0,0.91219,0.9133,0.89628,0.89804,40697,33.9303486,0.00239595,0.00264083,18.97435897,18.97435897
42,2014,1,24,0,0,0.89801,0.89903,0.89024,0.89442,39728,29.64026788,0.00127361,0.00258863,22.00147167,22.00147167
43,2014,1,26,0,0,0.89502,0.8951,0.89326,0.89384,2605,28.95591416,0.0003335,0.00238307,18.44380403,18.44380403
44,2014,1,27,0,0,0.89381,0.89834,0.89311,0.89634,36689,36.34651125,-0.00020742,0.00211827,36.51354535,36.51354535
45,2014,1,28,0,0,0.89633,0.9009,0.89535,0.8996,36679,45.04395188,-0.0003688,0.00179458,41.88034188,41.88034188
46,2014,1,29,0,0,0.89958,0.90084,0.89343,0.89501,44839,36.78722118,-0.00085719,0.00137516,59.15492958,59.15492958
47,2014,1,30,0,0,0.89499,0.90467,0.89442,0.90249,40861,53.12376156,-0.00063337,0.0009567,71.16071429,71.16071429
48,2014,1,31,0,0,0.90251,0.90789,0.90072,0.90638,42979,59.47771373,-0.00014047,0.00058009,75.96830986,75.96830986
49,2014,2,2,0,0,0.90645,0.90666,0.90621,0.90646,2250,59.60907344,0.00025368,0.00022772,59.66697502,59.66697502
50,2014,2,3,0,0,0.90645,0.90807,0.90029,0.9012,40215,47.73832807,0.00013999,-0.00002294,50.05065856,50.05065856
51,2014,2,4,0,0,0.90122,0.90607,0.90083,0.90398,36662,53.45384213,0.0002711,-0.00013433,41.46341463,41.46341463
52,2014,2,5,0,0,0.90399,0.90558,0.90032,0.90396,37153,53.40482088,0.00036913,-0.00013037,56.6548881,56.6548881
53,2014,2,6,0,0,0.90395,0.90626,0.89672,0.90071,36583,45.49495812,0.00018247,-0.00008705,45.7008245,45.7008245
54,2014,2,7,0,0,0.90069,0.90212,0.89605,0.89794,33389,39.65476669,-0.00018683,-0.00006683,40.42553191,40.42553191
55,2014,2,9,0,0,0.89848,0.89916,0.89796,0.89879,2493,42.30618947,-0.00040622,-0.00001672,30.55859803,30.55859803
56,2014,2,10,0,0,0.89878,0.8993,0.89584,0.8966,27065,37.37060971,-0.00074819,-0.00002948,32.69809428,32.69809428
57,2014,2,11,0,0,0.89661,0.89869,0.89389,0.89833,30689,43.45070313,-0.00086957,-0.00011049,35.51660517,35.51660517
58,2014,2,12,0,0,0.89834,0.90371,0.89671,0.9007,27552,51.04637139,-0.00076571,-0.00022376,36.96639419,36.96639419
59,2014,2,13,0,0,0.90068,0.90089,0.89174,0.89346,33655,34.52079597,-0.00125316,-0.00037855,25.61307902,25.61307902
60,2014,2,14,0,0,0.89347,0.89398,0.89023,0.89238,30311,32.67959835,-0.00170693,-0.00059833,16.79389313,16.79389313
61,2014,2,16,0,0,0.89138,0.89194,0.89128,0.89134,1635,30.83211998,-0.00212597,-0.00087557,10.66838046,10.66838046
62,2014,2,17,0,0,0.89137,0.89251,0.88994,0.89167,26503,32.24999955,-0.00240372,-0.00116292,38.17365269,38.17365269
63,2014,2,18,0,0,0.89168,0.89277,0.88687,0.88779,33469,25.17191542,-0.00290345,-0.00146477,55.078125,55.078125
64,2014,2,19,0,0,0.88778,0.88946,0.88553,0.88886,29970,30.10725401,-0.00317654,-0.00177258,68.16524909,68.16524909
65,2014,2,20,0,0,0.88885,0.89137,0.88583,0.88925,29330,32.01402815,-0.00332318,-0.00205869,62.30859835,62.30859835
66,2014,2,21,0,0,0.88927,0.89101,0.88666,0.88758,24413,28.17415636,-0.00353342,-0.00235467,65.75682382,65.75682382
67,2014,2,23,0,0,0.88755,0.8878,0.88685,0.88736,1874,27.66418328,-0.00367542,-0.00267798,66.42958748,66.42958748
68,2014,2,24,0,0,0.88735,0.89095,0.8852,0.88866,25379,35.68922892,-0.00364109,-0.0029433,64.64497041,64.64497041
69,2014,2,25,0,0,0.88864,0.88905,0.88534,0.8869,25804,30.36784909,-0.00371309,-0.00316621,36.02649007,36.02649007
70,2014,2,26,0,0,0.88689,0.89292,0.88658,0.89064,27662,49.16069092,-0.00342885,-0.00331097,28.74720358,28.74720358
71,2014,2,27,0,0,0.89065,0.89184,0.88705,0.88828,32401,41.01211048,-0.00335533,-0.00341671,32.07941484,32.07941484
72,2014,2,28,0,0,0.88827,0.88884,0.87765,0.88015,37439,24.61450535,-0.00390805,-0.00352833,35.42319749,35.42319749
73,2014,3,2,0,0,0.8806,0.8806,0.87812,0.87974,3058,24.04878533,-0.00432925,-0.00365641,23.94618834,23.94618834
74,2014,3,3,0,0,0.87975,0.88351,0.87912,0.88283,30421,36.81704692,-0.00436343,-0.00377199,26.96629213,26.96629213
75,2014,3,4,0,0,0.88284,0.88774,0.8824,0.88723,32573,50.61049161,-0.00398948,-0.00382267,52.82758621,52.82758621
76,2014,3,5,0,0,0.88717,0.88944,0.88598,0.88738,30356,51.0356378,-0.00363907,-0.00381863,78.20855615,78.20855615
77,2014,3,6,0,0,0.88736,0.88903,0.87939,0.88017,35647,34.42030362,-0.00389822,-0.0038472,77.56532823,77.56532823
78,2014,3,7,0,0,0.88018,0.8815,0.87554,0.87783,31760,30.64290474,-0.0042435,-0.00390613,52.33160622,52.33160622
79,2014,3,9,0,0,0.87709,0.87806,0.87693,0.8778,2338,30.59268806,-0.00446805,-0.0040216,20.73236403,20.73236403
80,2014,3,10,0,0,0.87779,0.87924,0.87602,0.87772,22431,30.43750561,-0.00459944,-0.00415983,19.63800905,19.63800905
81,2014,3,11,0,0,0.87773,0.8804,0.87653,0.87752,24212,29.99375131,-0.00466593,-0.00424404,33.66064415,33.66064415
82,2014,3,12,0,0,0.87753,0.87873,0.87334,0.87415,26745,23.31236549,-0.00493368,-0.0043112,54.19783874,54.19783874
83,2014,3,13,0,0,0.87416,0.87635,0.86982,0.8749,33472,27.50531912,-0.0050274,-0.00438497,69.2722372,69.2722372
84,2014,3,14,0,0,0.87491,0.87608,0.87028,0.8722,25871,22.36862893,-0.00525892,-0.00452602,77.49042146,77.49042146
85,2014,3,16,0,0,0.87238,0.87275,0.87191,0.87231,2954,23.05166186,-0.0053716,-0.00471852,72.88676236,72.88676236
86,2014,3,17,0,0,0.87234,0.87551,0.8713,0.87345,28284,30.45040492,-0.00530773,-0.00487514,58.13528336,58.13528336
87,2014,3,18,0,0,0.87343,0.87683,0.87229,0.87316,30949,29.6055696,-0.00522034,-0.00498368,49.17915774,49.17915774
88,2014,3,19,0,0,0.87317,0.88281,0.87299,0.88174,35074,64.04169487,-0.00440793,-0.004977,54.16666667,54.16666667
89,2014,3,20,0,0,0.8817,0.88681,0.87992,0.88343,36251,67.6754426,-0.00358638,-0.00486443,59.35672515,59.35672515
90,2014,3,21,0,0,0.88345,0.88413,0.8814,0.88278,25930,64.73981828,-0.0029537,-0.00467419,62.55850234,62.55850234
91,2014,3,23,0,0,0.88198,0.88277,0.8814,0.88218,2792,61.85048801,-0.00247221,-0.00440069,72.22222222,72.22222222
92,2014,3,24,0,0,0.88219,0.88651,0.87858,0.88073,32885,54.93760829,-0.00218248,-0.00408459,84.48753463,84.48753463
93,2014,3,25,0,0,0.88074,0.8878,0.88001,0.88304,37981,62.68846567,-0.00174633,-0.0036943,71.75043328,71.75043328
94,2014,3,26,0,0,0.88301,0.8869,0.88281,0.88488,35218,67.83047427,-0.00123794,-0.00323501,54.68622657,54.68622657
95,2014,3,27,0,0,0.88489,0.88724,0.88399,0.88644,36242,71.6896026,-0.00070107,-0.00272315,34.77508651,34.77508651
96,2014,3,28,0,0,0.88645,0.8898,0.88479,0.88671,29344,72.35915088,-0.00025092,-0.002171,31.42857143,31.42857143
97,2014,3,30,0,0,0.88558,0.88723,0.88539,0.88684,2402,72.72154577,0.00011499,-0.00166845,39.35185185,39.35185185
98,2014,3,31,0,0,0.88685,0.88881,0.88238,0.88428,29109,55.887492,0.00019614,-0.00124817,54.79452055,54.79452055
99,2014,4,1,0,0,0.88429,0.88485,0.88134,0.88325,24967,50.40994763,0.00017533,-0.0009005,73.28605201,73.28605201
100,2014,4,2,0,0,0.88323,0.8874,0.88179,0.88653,24634,63.6470818,0.00041867,-0.00057929,82.74336283,82.74336283
101,2014,4,3,0,0,0.88652,0.89266,0.88424,0.89079,29975,74.11619796,0.00094438,-0.00023186,85.53829673,85.53829673
102,2014,4,4,0,0,0.89078,0.89516,0.89037,0.89202,27611,76.40511911,0.00144362,0.00012258,89.3989071,89.3989071
103,2014,4,6,0,0,0.8925,0.89269,0.89155,0.89157,2621,73.62611716,0.00178242,0.00045817,90.89356858,90.89356858
104,2014,4,7,0,0,0.89156,0.89228,0.88716,0.88766,27776,53.79259245,0.00171563,0.0007267,91.69755374,91.69755374
105,2014,4,8,0,0,0.88765,0.88784,0.88249,0.88375,33617,40.92936834,0.00133185,0.00090256,76.08267717,76.08267717
106,2014,4,9,0,0,0.88377,0.8845,0.87883,0.87994,33834,32.18108166,0.00071205,0.0009689,62.66471449,62.66471449
107,2014,4,10,0,0,0.87993,0.88043,0.87502,0.87602,33427,25.61037857,-0.00009436,0.00093662,53.57624831,53.57624831
108,2014,4,11,0,0,0.87601,0.87703,0.87424,0.87592,29870,25.4556905,-0.00073307,0.00083569,55.19568151,55.19568151
109,2014,4,13,0,0,0.87794,0.87797,0.87665,0.87692,3558,30.36283329,-0.00114536,0.00066191,55.19568151,55.19568151
110,2014,4,14,0,0,0.87691,0.88044,0.87634,0.88033,31207,44.81509102,-0.0011833,0.0004255,58.20895522,58.20895522
111,2014,4,15,0,0,0.88032,0.8818,0.87823,0.88038,31317,45.01031728,-0.00119555,0.00013226,77.70767613,77.70767613
112,2014,4,16,0,0,0.88039,0.8826,0.87801,0.88137,29130,49.1646007,-0.00111255,-0.00018941,89.36438011,89.36438011
113,2014,4,17,0,0,0.88138,0.88353,0.87768,0.88298,28214,55.5376181,-0.00090641,-0.00048074,89.73020017,89.73020017
114,2014,4,18,0,0,0.88299,0.88354,0.88226,0.88339,15899,57.13421193,-0.00070187,-0.00070671,88.36158192,88.36158192
115,2014,4,20,0,0,0.88332,0.88334,0.88295,0.88324,2202,56.27173748,-0.00054559,-0.00084645,78.05068226,78.05068226
116,2014,4,21,0,0,0.88322,0.88521,0.88183,0.8852,18275,64.45214594,-0.00026057,-0.00086492,69.14044152,69.14044152
117,2014,4,22,0,0,0.88525,0.88607,0.88318,0.88469,22836,60.98858963,-0.00007498,-0.0007918,44.53213078,44.53213078
118,2014,4,23,0,0,0.8847,0.88519,0.88064,0.88334,27923,52.30775757,-0.00003641,-0.00066858,21.2183436,21.2183436
119,2014,4,24,0,0,0.88335,0.88552,0.88124,0.8817,27133,43.52706087,-0.00013661,-0.00055228,13.83344804,13.83344804
120,2014,4,25,0,0,0.88169,0.882,0.88012,0.88164,21069,43.21740752,-0.00021834,-0.0004437,17.84298176,17.84298176
121,2014,4,27,0,0,0.88041,0.88104,0.88041,0.88076,2573,38.52748849,-0.00035008,-0.00035898,31.70055453,31.70055453
122,2014,4,28,0,0,0.88077,0.88257,0.87694,0.88025,26654,35.89382282,-0.00048999,-0.00031271,47.90123457,47.90123457
123,2014,4,29,0,0,0.88024,0.8845,0.87854,0.88324,27099,56.31786188,-0.00035551,-0.00027423,71.55049787,71.55049787
124,2014,4,30,0,0,0.88325,0.88494,0.87903,0.88005,33669,40.32615417,-0.00050057,-0.00026923,85.75539568,85.75539568
125,2014,5,1,0,0,0.88006,0.88016,0.87823,0.87912,20276,36.77447132,-0.0006827,-0.00031613,85.546875,85.546875
126,2014,5,2,0,0,0.87913,0.88401,0.8772,0.87789,26309,32.37477159,-0.00091573,-0.00040955,74.8257165,74.8257165
127,2014,5,4,0,0,0.87668,0.8777,0.87663,0.87763,1963,31.44693821,-0.00110862,-0.00052868,69.61178046,69.61178046
128,2014,5,5,0,0,0.87764,0.87801,0.87648,0.8778,22374,32.91356746,-0.00123354,-0.00065056,65.16516517,65.16516517
129,2014,5,6,0,0,0.87779,0.8779,0.87199,0.87412,27653,21.36821119,-0.00161092,-0.0008053,54.6474359,54.6474359
130,2014,5,7,0,0,0.87413,0.87635,0.8733,0.87615,30621,35.85005009,-0.00172629,-0.00095821,33.30479452,33.30479452
131,2014,5,8,0,0,0.87616,0.8804,0.87024,0.87994,35439,54.21647855,-0.00149467,-0.00106984,15.80937973,15.80937973
132,2014,5,9,0,0,0.87993,0.88722,0.87993,0.88628,27046,70.62824006,-0.00079042,-0.00111816,14.94992847,14.94992847
133,2014,5,11,0,0,0.88655,0.88693,0.88613,0.88661,2705,71.25398187,-0.00020332,-0.00108513,21.15646259,21.15646259
134,2014,5,12,0,0,0.8866,0.88804,0.88576,0.88767,24116,73.37929746,0.00034354,-0.00097111,27.18023256,27.18023256
135,2014,5,13,0,0,0.88768,0.89074,0.88646,0.88961,31385,77.00882109,0.00092283,-0.00076682,28.10945274,28.10945274
136,2014,5,14,0,0,0.88962,0.89036,0.88822,0.88941,28055,75.76636339,0.00135021,-0.00049362,28.47490347,28.47490347
137,2014,5,15,0,0,0.88942,0.89591,0.88816,0.89051,36283,78.03981926,0.00175742,-0.00016129,14.81795089,14.81795089
138,2014,5,16,0,0,0.8905,0.89261,0.88973,0.8926,23248,81.82035772,0.00222316,0.00026472,9.55017301,9.55017301
139,2014,5,18,0,0,0.8924,0.89243,0.8919,0.89194,2081,76.94039397,0.00251007,0.00073542,9.47922762,9.47922762
140,2014,5,19,0,0,0.89193,0.89233,0.89034,0.89186,26284,76.29688461,0.00269987,0.00120148,21.76100629,21.76100629
141,2014,5,20,0,0,0.89185,0.8939,0.89128,0.89163,26341,74.2149061,0.00279945,0.00160036,36.00867679,36.00867679
142,2014,5,21,0,0,0.89164,0.89644,0.88963,0.89331,31165,79.07971032,0.00297959,0.00195402,53.14885496,53.14885496
143,2014,5,22,0,0,0.89332,0.89511,0.89228,0.89445,28782,81.79833974,0.00317771,0.00226892,56.73758865,56.73758865
144,2014,5,23,0,0,0.89444,0.8971,0.89427,0.8957,24389,84.39286272,0.00339644,0.00254377,51.98237885,51.98237885
145,2014,5,25,0,0,0.89623,0.89647,0.89549,0.89566,2549,83.94613388,0.0035259,0.00278551,28.46270928,28.46270928
146,2014,5,26,0,0,0.89565,0.89658,0.89389,0.89453,22079,71.47618015,0.00349702,0.0029788,15.81027668,15.81027668
147,2014,5,27,0,0,0.89455,0.89807,0.89366,0.89656,26803,78.24826547,0.00359647,0.00313139,34.46658851,34.46658851
148,2014,5,28,0,0,0.89657,0.8989,0.89636,0.89818,28326,82.1859667,0.00376263,0.00327056,33.60824742,33.60824742
149,2014,5,29,0,0,0.89816,0.89822,0.89544,0.89793,27046,79.5918515,0.00382999,0.00339613,37.96992481,37.96992481
150,2014,5,30,0,0,0.89792,0.89823,0.89321,0.89507,25292,56.00036667,0.00361098,0.0034863,23.25383305,23.25383305
151,2014,6,1,0,0,0.89482,0.8958,0.89469,0.89545,2947,57.93318337,0.00342854,0.00353619,25.16025641,25.16025641
152,2014,6,2,0,0,0.89546,0.89943,0.89518,0.89857,27447,70.39183197,0.00349543,0.00357149,21.79487179,21.79487179
153,2014,6,3,0,0,0.89858,0.89945,0.89499,0.8967,27117,58.31517632,0.00335882,0.00356731,17.99242424,17.99242424
154,2014,6,4,0,0,0.89669,0.89809,0.89481,0.89683,29198,58.88724676,0.00322389,0.00353375,13.61556064,13.61556064
155,2014,6,5,0,0,0.89684,0.90358,0.89071,0.89178,43350,36.30610113,0.00267859,0.00344282,24.59893048,24.59893048
156,2014,6,6,0,0,0.89177,0.89504,0.89088,0.89352,31953,44.81291341,0.00235963,0.00330539,35.41147132,35.41147132
157,2014,6,8,0,0,0.89342,0.89374,0.89293,0.89323,2215,43.6785995,0.00205971,0.00311618,55.875,55.875
158,2014,6,9,0,0,0.89322,0.89785,0.89187,0.89699,25882,59.27249247,0.00210121,0.00292409,49.52510176,49.52510176
159,2014,6,10,0,0,0.897,0.90068,0.89635,0.89953,30634,66.56773267,0.00231239,0.0027798,43.73177843,43.73177843
160,2014,6,11,0,0,0.89952,0.90106,0.89792,0.89948,31327,66.29501348,0.00244751,0.0026708,23.28571429,23.28571429
161,2014,6,12,0,0,0.89947,0.90107,0.89691,0.89821,35394,59.11787597,0.00242416,0.00255177,15.38461538,15.38461538
162,2014,6,13,0,0,0.89822,0.90102,0.89591,0.89991,29321,65.03016873,0.00251386,0.00245788,15.55555556,15.55555556
163,2014,6,15,0,0,0.89957,0.90047,0.89951,0.90014,3097,65.81060878,0.00257384,0.00238566,18.24146982,18.24146982
164,2014,6,16,0,0,0.90013,0.9012,0.89645,0.89703,28718,48.67407259,0.00234341,0.00234841,31.32372215,31.32372215
165,2014,6,17,0,0,0.89704,0.90037,0.8964,0.8991,29493,57.30671006,0.00230129,0.00234193,39.11806543,39.11806543
166,2014,6,18,0,0,0.89909,0.89981,0.89545,0.89623,34118,45.05031235,0.00201312,0.00233675,39.77591036,39.77591036
167,2014,6,19,0,0,0.89622,0.89657,0.89096,0.89387,33236,37.38057866,0.00157615,0.00227841,20.96774194,20.96774194
168,2014,6,20,0,0,0.89388,0.89735,0.89235,0.89497,25790,42.68656791,0.00130357,0.00216632,4.93550196,4.93550196
169,2014,6,22,0,0,0.89525,0.89586,0.89483,0.89563,2998,45.89569683,0.00112781,0.00201969,7.93591654,7.93591654
170,2014,6,23,0,0,0.89562,0.89668,0.89392,0.89446,25062,41.13244061,0.00088392,0.00184855,9.43560058,9.43560058
171,2014,6,24,0,0,0.89447,0.89572,0.8924,0.89379,25328,38.46535216,0.00062932,0.00163916,14.64307505,14.64307505
172,2014,6,25,0,0,0.8938,0.89445,0.8907,0.89277,24348,34.49293174,0.00034131,0.0013911,25.76214405,25.76214405
173,2014,6,26,0,0,0.89276,0.89554,0.89209,0.89346,25444,39.42968093,0.00016681,0.00114926,43.59085024,43.59085024
174,2014,6,27,0,0,0.89345,0.89372,0.89054,0.89071,26285,29.19818477,-0.00019118,0.00087232,66.68548842,66.68548842
175,2014,6,29,0,0,0.89105,0.89122,0.89066,0.89105,2295,31.75261991,-0.00044236,0.00059949,63.64329268,63.64329268
176,2014,6,30,0,0,0.89104,0.89136,0.88614,0.88676,25462,20.73844711,-0.00097633,0.00031588,53.63558597,53.63558597
177,2014,7,1,0,0,0.88678,0.88776,0.88556,0.88741,24815,25.31768243,-0.0013317,0.00002307,39.64552239,39.64552239
178,2014,7,2,0,0,0.8874,0.88975,0.88724,0.88916,26137,36.78858026,-0.00145535,-0.00026395,55.08885299,55.08885299
179,2014,7,3,0,0,0.88915,0.89418,0.88862,0.89331,27029,55.63951068,-0.00120459,-0.00049601,59.67190704,59.67190704
180,2014,7,4,0,0,0.89332,0.89501,0.89297,0.89399,16494,58.03206836,-0.00094015,-0.00067039,60.3427896,60.3427896
181,2014,7,6,0,0,0.89428,0.89502,0.89394,0.89482,2613,61.0254569,-0.00065604,-0.00078121,49.91055456,49.91055456
182,2014,7,7,0,0,0.89481,0.89581,0.89288,0.8932,22693,52.49880294,-0.00055521,-0.00086143,43.26113117,43.26113117
183,2014,7,8,0,0,0.89322,0.8945,0.89204,0.89253,23761,49.18299657,-0.00052333,-0.00089834,40.25110783,40.25110783
184,2014,7,9,0,0,0.89254,0.89364,0.89043,0.89073,26496,41.05551869,-0.00063597,-0.00091985,45.69789675,45.69789675
185,2014,7,10,0,0,0.89072,0.8933,0.89014,0.89263,30968,51.02253176,-0.00056542,-0.0008742,42.61796043,42.61796043
186,2014,7,11,0,0,0.89264,0.89325,0.89111,0.89211,22771,48.40890443,-0.00054517,-0.0007868,26.19392185,26.19392185
187,2014,7,13,0,0,0.8927,0.89273,0.89177,0.89245,2547,50.34903825,-0.00049598,-0.00068021,24.16267943,24.16267943
188,2014,7,14,0,0,0.89244,0.8931,0.88974,0.89164,22802,45.58443836,-0.0005164,-0.00060374,26.08286252,26.08286252
189,2014,7,15,0,0,0.89163,0.89614,0.89104,0.89545,28584,64.18389785,-0.00022258,-0.00052401,34.28571429,34.28571429
190,2014,7,16,0,0,0.89546,0.89883,0.89544,0.8979,25130,71.49370449,0.0002056,-0.00042827,40.46296296,40.46296296
191,2014,7,17,0,0,0.89791,0.8986,0.8968,0.89783,26895,71.01061279,0.00053314,-0.00030735,52.23725286,52.23725286
192,2014,7,18,0,0,0.89782,0.90026,0.8969,0.89833,23460,72.55596842,0.00082357,-0.00015769,65.40880503,65.40880503
193,2014,7,20,0,0,0.89793,0.89819,0.89756,0.89789,2369,68.79108918,0.00100663,0.00002482,62.4872579,62.4872579
194,2014,7,21,0,0,0.8979,0.89886,0.89702,0.89818,21313,69.98853856,0.00116171,0.00021672,59.18762089,59.18762089
195,2014,7,22,0,0,0.89819,0.9026,0.89786,0.90209,27009,81.28421344,0.00158189,0.00045306,65.28599606,65.28599606
196,2014,7,23,0,0,0.90208,0.90306,0.90149,0.90217,26283,81.45086474,0.00189944,0.00071922,77.1291866,77.1291866
197,2014,7,24,0,0,0.90216,0.90366,0.90069,0.90244,29333,82.07918207,0.00214812,0.00101528,67.46806912,67.46806912
198,2014,7,25,0,0,0.90245,0.90505,0.90168,0.90474,25779,86.5926408,0.00250196,0.00131801,65.60150376,65.60150376
199,2014,7,27,0,0,0.90444,0.90481,0.90435,0.90477,2025,86.64382946,0.00275306,0.00160106,62.95690125,62.95690125
200,2014,7,28,0,0,0.90476,0.90504,0.90342,0.90396,20814,77.34222663,0.00285381,0.00185891,70.26732133,70.26732133
201,2014,7,29,0,0,0.90395,0.90732,0.90356,0.9068,24429,84.25600227,0.00312677,0.00211482,69.88543372,69.88543372
202,2014,7,30,0,0,0.90679,0.91057,0.90642,0.90875,30694,87.34846421,0.00346055,0.00238748,71.41033823,71.41033823
203,2014,7,31,0,0,0.90874,0.91023,0.90751,0.90854,27850,85.24474187,0.00366587,0.00266572,72.11838006,72.11838006
204,2014,8,1,0,0,0.90853,0.90956,0.90396,0.90576,33015,62.13319084,0.00356319,0.00288586,74.80620155,74.80620155
205,2014,8,3,0,0,0.90538,0.90605,0.90527,0.90602,2880,63.22120448,0.00346288,0.00305958,61.09422492,61.09422492
